"ID","ORIGINURI","UUIDHISTORY","DEFINITION","SCOPENOTE","REUSELEVEL","SKILLTYPE","PREFERREDLABEL","ALTLABELS","DESCRIPTION","ISLOCALIZED","DEGREECENTRALITY","INTEROCCUPATIONTRANSFERABILITY","UNSEENTOSEENTRANSFERABILITY","CREATEDAT","UPDATEDAT"
"673b3fd46221dab5a11bb49a","http://data.europa.eu/esco/skill/0023e7a5-43da-4b68-bee3-726ef21f986d","747b05b5-740f-4146-805e-a7cfd900c99c
2510d0e8-857f-4df1-a92c-1cd66febe2c4","","","cross-sector","skill/competence","apply diplomatic principles","utilise diplomacy principles
administer diplomacy principles
use diplomatic principles
implement diplomacy principles
apply diplomatic principles
utilise diplomatic principles
implement diplomatic principles
use diplomacy principles
administer diplomatic principles","Apply the processes involved in the creation of international treaties by conducting negotiations between representatives of different countries, protecting the home government's interests, and facilitating compromise.","false","12","0","0","2024-11-18T13:23:34.843Z","2024-11-18T13:25:37.429Z"
"673b3fd46221dab5a11bb49b","http://data.europa.eu/esco/skill/00298d97-3dc3-4086-a902-bce0a2fba831","e0cacff1-4761-4684-935c-ebf5fb5e4181
0e443fe5-18df-46e5-a685-0d80545bede9","","","sector-specific","skill/competence","lead police investigations","supervise police investigations
manage police enquiries
supervise police enquiries
oversee police investigations
manage police investigations
lead police investigations
oversee police enquiries","Lead investigations in police cases, which involves establishing an investigation strategy, contacting experts, being able to use different methods and points of view, and leading investigative staff.","false","3","0","0","2024-11-18T13:23:34.843Z","2024-11-18T13:25:42.543Z"
"673b3fd46221dab5a11bb49c","http://data.europa.eu/esco/skill/002b2e58-35ab-460c-be97-ca2f585fd990","e7468bac-5d6f-457c-95b4-4c7f8c984f1b
4ffd2049-99b4-4382-8abd-a983070527c2","","","sector-specific","skill/competence","handle fish harvesting waste","dispose of waste from fish harvesting
fish harvesting waste handling
handle fish harvesting waste
fish harvesting waste disposing
handling fish harvesting waste
dispose of fish harvesting waste","Dispose of waste, blood and inferior quality fish according to site waste management procedures.","false","4","0","0","2024-11-18T13:23:34.843Z","2024-11-18T13:25:42.543Z"
"673b3fd46221dab5a11bb49d","http://data.europa.eu/esco/skill/0037c821-2898-4919-b96e-7ed1cd89554c","00bd7587-9030-41a8-a5de-6c5243318d0a
a8c08e1c-7f05-4a09-824f-e310cfabd94c","","","cross-sector","skill/competence","develop energy saving concepts","developing concepts for energy saving
developing energy saving concepts
develop energy saving concepts
develop concepts for energy saving
create concepts for energy saving
creating energy saving concepts
energy saving concepts creating
create energy saving concepts
creating concepts for energy saving
energy saving concepts developing","Use current research results and collaborate with experts to optimise or develop concepts, equipment, and production processes which require a lesser amount of energy such as new insulation practices and materials.","false","16","0","0","2024-11-18T13:23:34.843Z","2024-11-18T13:25:23.052Z"
"673b3fd46221dab5a11bb49e","http://data.europa.eu/esco/skill/004017c9-0337-4f5a-8077-798de9ef12e3","972d7f40-e9df-4e24-927e-cca637f8035d
c4622381-636a-4c70-a726-e65a5ee134bc","","","sector-specific","skill/competence","perform street interventions in social work","perform street interventions in social work
do street interventions in social work
perform street-intervention in social work
perform street intervention in social-work
perform street-intervention in social-work
conduct outreach activites
carry out street interventions in social work","Conduct outreach activities by providing direct information or counselling services to individuals in their neighbourhood or in the streets, usually targeted at youth or homeless people.","false","4","0","0","2024-11-18T13:23:34.843Z","2024-11-18T13:25:23.052Z"
"673b3fd46221dab5a11bb49f","http://data.europa.eu/esco/skill/004f1e68-9ca2-4f3f-92d9-e7d7ff6b9330","d89b5db1-368d-4ffa-b8ff-d68e2bc33746
30f15d81-655b-4928-b2c4-3476cdf34d15","","","sector-specific","skill/competence","work with soloists","collaborate with soloists
working with soloists
work with a soloist
work with soloists
communicate with solo artists","Communicate with solo artists and concert masters to discuss and prepare for performances.","false","2","0","0","2024-11-18T13:23:34.843Z","2024-11-18T13:25:37.429Z"
"673b3fd46221dab5a11bb4a0","http://data.europa.eu/esco/skill/00506f28-e884-4496-800c-3477c67eb355","8c2aefa7-b214-49fe-940c-857f4decdd1c
d0e67cc4-e2ad-412f-bbb8-c33ee3825903","","","cross-sector","knowledge","sport and exercise medicine","sports injury treatment
sport and exercise medicine
sports medicine
exercise and sports medicine
sports injury medicine
sports and exercise medicine","Prevention and treatement of injuries or conditions resulted from a physical activity or sport.","false","15","0","0","2024-11-18T13:23:34.843Z","2024-11-18T13:25:37.774Z"
"673b3fd46221dab5a11bb4a1","http://data.europa.eu/esco/skill/0058526a-11e9-40a1-ab33-7c5ffdf5da05","dd737c17-b7ca-48dd-af8b-0bac408421b0
2fdb014e-db1a-443b-bd8b-c21516289398","","","sector-specific","skill/competence","conduct research on flora","carry out research on flora
flora research
conduct research on flora
perform research on flora
run research on flora
research on flora","Collect and analyse data about plants in order to discover their basic aspects such as origin, anatomy, and function.","false","8","0","0","2024-11-18T13:23:34.843Z","2024-11-18T13:25:22.493Z"
"673b3fd46221dab5a11bb4a2","http://data.europa.eu/esco/skill/00735755-adc6-4ea0-b034-b8caff339c9f","705b243f-156c-42ab-88fb-3ef4540ae046
34d5e99b-53fe-4438-ba5d-1b1cd7bd4088","","","cross-sector","skill/competence","install heat pump","install heat pump
installation of heat pumps
commission heat pumps
heat pump commissioning
installing heat pump
commissioning of heat pump
commission heat pump
heat pump installation
commissioning heat pump
commissioning heat pumps
installing heat pumps
installation of heat pump
commissioning of heat pumps
install heat pumps
heat pump installing","Install heat pumps, which use the physical properties of substances called refrigerants to extract heat from an environment and release it to a warmer environment, counter to spontaneous heat flow. Create the necessary openings and install the indoors and outdoors parts of the heat pump. Connect electricity and any ducts, and configure the heat pump.","false","5","0","0","2024-11-18T13:23:34.843Z","2024-11-18T13:25:23.515Z"
"673b3fd46221dab5a11bb4a3","http://data.europa.eu/esco/skill/0082c13b-5866-4542-bc4f-722a4ae9530e","303da139-e72e-43e1-b3d4-76d70bb06165
8cb88dd4-8357-43e3-997b-36f4346b0669","","","sector-specific","skill/competence","design biomass installations","design biomass installation
design biomass system
design biomass installations","Design the biomass energy system. Determine construction boundaries such as needed space and weight. Calculate indicators such as capacity, flow, and temperatures. Make detailed descriptions and drawings of the design.","false","2","0","0","2024-11-18T13:23:34.843Z","2024-11-18T13:25:32.577Z"
"673b3fd46221dab5a11bb4a4","http://data.europa.eu/esco/skill/00831ebb-bac3-4bd1-8dae-2bca67be958d","43637e79-83be-4658-aef3-39f334fdf9be
8058b249-f671-4ae9-8639-3c469cdef352","","","occupation-specific","skill/competence","handle equipment while suspended","using climbing equipment
equipment handling while suspended
handling of equipment while suspended
use climbing equipment while on a rope
use climbing equipment
using climbing equipment while on a rope
handling equipment while suspended
handle equipment while suspended","Safely operate hand equipment while suspended on a rope. Take on a secure and stable position before starting the operation. After finishing, store the equipment safely, usually by attaching it to a belt buckle.","false","1","0","0","2024-11-18T13:23:34.843Z","2024-11-18T13:25:28.441Z"
"673b3fd46221dab5a11bb4a5","http://data.europa.eu/esco/skill/0085e6bd-6829-4e8e-b302-842a7fe57ed9","9066f1fb-c80f-464f-b4a3-3a0ba5a17f89
be403315-1662-415c-a032-6a12734514e4","","","cross-sector","skill/competence","teach housekeeping skills","teach housekeeping skills
teach house-keeping skills
teach house keeping skills
teach domestic science skills
teach skills for housekeeping
instruct on housekeeping skills
train on housekeeping skills
teach housekeeping skill","Teach housekeeping as well as manual skills aiming to improve everyday tasks and life circumstances.","false","2","0","0","2024-11-18T13:23:34.843Z","2024-11-18T13:25:42.543Z"
"673b3fd46221dab5a11bb4a6","http://data.europa.eu/esco/skill/008a0e0d-7380-4b31-abe5-0195e700f8c0","917b6e45-fee6-46f7-8e1d-20c6430bcb18
b1191f87-8d71-4e80-87ab-31029bc9c12b","","","sector-specific","skill/competence","check train engines","check train engines
check engines on trains meet regulations
check locomotive engines
check engines on locomotives
ensure train engines comply with regulations
ensure compliance of train engines with regulations
perform train engine compliance activities
check engines of trains
ensure train engines meet regulatory requirements
check train engines meet regulations
check engines on trains
ensure train engines comply with applicable regulations","Ensure that train engines comply with regulations before commencing a journey.","false","5","0","0","2024-11-18T13:23:34.843Z","2024-11-18T13:25:42.543Z"
"673b3fd46221dab5a11bb4a7","http://data.europa.eu/esco/skill/008fa98b-dba6-4abf-909e-04299728e3eb","f23fcd9c-251c-4e30-a542-85a04cdfe16d
b56eb4d3-eb32-4c23-80eb-213f12883fd2","","","cross-sector","skill/competence","influence public policies","lobbying for public policies
influence public policies","Communicate with policymakers and provide them with data to convince them to change legislation or allocate funds to a specific cause.","false","1","0","0","2024-11-18T13:23:34.843Z","2024-11-18T13:25:27.951Z"
"673b3fd46221dab5a11bb4a8","http://data.europa.eu/esco/skill/00920055-eb50-4cb8-a23d-3deedbf3753e","8cf15a7d-b428-4859-8b7e-31e852b77ef6
95dc23e2-cb93-4437-88ac-c1d616940846","","","sector-specific","knowledge","enterprise risk management","ERM
enterprise risk management","A plan-based business strategy that aims to identify, assess, and prepare for any dangers, hazards, and other potentials for disaster, both physical and figurative, that may interfere with an organization's operations and objectives.","false","1","0","0","2024-11-18T13:23:34.843Z","2024-11-18T13:25:28.785Z"
"673b3fd46221dab5a11bb4a9","http://data.europa.eu/esco/skill/009673d9-e2fd-46ef-a64b-6027ac7fd613","6c3569e2-0ce7-434c-855b-0fb54b688286
3a6e7812-b1ca-442e-befe-0fb2406ae013","","","sector-specific","skill/competence","manufacture ingredients","manufacture ingredients
ingredients manufacture
assemble ingredients
manufacture of ingredients
produce ingredients
construct ingredients
manufacture of an ingredient
fabricate ingredients","Manufacture ingredients such as spices, additives and vegetables.","false","5","0","0","2024-11-18T13:23:34.843Z","2024-11-18T13:25:32.153Z"
"673b3fd46221dab5a11bb4aa","http://data.europa.eu/esco/skill/00994812-ac9e-4856-954b-f71bcc6066bb","81da87fd-7444-41c6-a997-9f2afcbb61e3
2e79a9ef-4d38-416d-af7b-a2139abae3a5","","","occupation-specific","skill/competence","maintain aquaculture ponds","aquaculture pond maintaining
maintaining aquaculture ponds
cleaning aquaculture ponds
aquaculture pond cleaning
aquaculture ponds maintaining
pond maintaining in aquaculture
clean aquaculture ponds
maintain aquaculture ponds
aquaculture ponds cleaning
pond cleaning in aquaculture","Clean equipment and treatment tools. Drain and clean aquaculture ponds using brushes, chemicals, and water. Prepare holding containers for fish and change the nets. Conduct swimthroughs. Stock fish in holding units. Collect dead fish in holding units.","false","1","0","0","2024-11-18T13:23:34.843Z","2024-11-18T13:25:36.995Z"
"673b3fd46221dab5a11bb4ab","http://data.europa.eu/esco/skill/009db49b-fcf5-4409-b4a5-232d059f3597","dabdf4cb-c0b3-4f61-8631-01bae5109ad6
96cbb729-73c5-4ce0-9c0a-d3de1be46119","","","cross-sector","skill/competence","apply credit risk policy","administer credit risk policy
implement credit risk policy
employ credit risk policy
applying credit risk policy
apply a credit risk policy
apply credit risk policy
utilise credit risk policy
credit risk policy application","Implement company policies and procedures in the credit risk management process. Permanently keep company's credit risk at a manageable level and take measures to avoid credit failure.","false","15","0","0","2024-11-18T13:23:34.843Z","2024-11-18T13:25:27.951Z"
"673b3fd46221dab5a11bb4ac","http://data.europa.eu/esco/skill/00a4e92d-e410-42b8-ba2d-d7b3febf49e0","f6a92998-7f2f-48d0-8f1f-f4e300abbc6b
c4cf06d5-6048-45b0-a9d5-c57701a0d67c","","","occupation-specific","skill/competence","handle customer requests related to cargo","respond to customer freight requests
deal with customer requests related to cargo
handle customer requests related to cargo
respond to customer cargo requests
handle requests of customers related to cargo
address requests made by customers in relation to cargo
address customer requests in relation to shipments
handle customer requests related to freight
deal with requests of customers related to cargo
deal with customer requests related to freight
respond to customer requests in relation to cargo
handle requests of customers related to freight","Handle requests of port users and customers in the field of containers, shipping arrangements or cargo.","false","1","0","0","2024-11-18T13:23:34.843Z","2024-11-18T13:25:28.785Z"
"673b3fd46221dab5a11bb4ad","http://data.europa.eu/esco/skill/00b9a3aa-7070-4bb5-8020-f228a97cf42f","43a1c120-9ab1-4c1e-aa70-15a5e5ed94b5
f841050a-a14e-4230-a801-f4222a09b696","","","cross-sector","skill/competence","draft scientific or academic papers and technical documentation","draft scientific or academic papers and technical documentation","Draft and edit scientific, academic or technical texts on different subjects.","false","122","0","0","2024-11-18T13:23:34.843Z","2024-11-18T13:25:32.153Z"
"673b3fd46221dab5a11bb4ae","http://data.europa.eu/esco/skill/00c04e40-35ea-4ed1-824c-82f936c8f876","fef6ee28-148d-409e-bb33-dc7ed03d6c67
8c599076-f716-4210-ac60-55e021ac0131","","","sector-specific","knowledge","Incremental development","Incremental development","The incremental development model is a methodology to design software systems and applications.","false","8","0","0","2024-11-18T13:23:34.843Z","2024-11-18T13:25:27.952Z"
"673b3fd46221dab5a11bb4af","http://data.europa.eu/esco/skill/00c51318-4ea9-4d37-9cd8-74680583d203","b37b4b5c-279f-4d26-8df9-f00fd3dc67c8
b769d998-31cf-495e-8e73-ae91d4aa45f2","","","occupation-specific","knowledge","use of special equipment for daily activities","use of special equipment for daily activities","The types of special equipment, prosthetics and orthotics used to aid with performing daily activities, such as wheelchairs.","false","1","0","0","2024-11-18T13:23:34.844Z","2024-11-18T13:25:42.543Z"
"673b3fd46221dab5a11bb4b0","http://data.europa.eu/esco/skill/00c85cbc-2b24-4605-a6fe-55b5c615e3fe","d4d79a8c-8423-4ddb-9b4b-015cc461078f
b4ef66b6-efad-4501-bb1a-6fede15e22f8","","","sector-specific","knowledge","sawing techniques","sawing technologies
sawing methods
sawing technique
sawing procedures
sawing tech
sawing techniques","Various sawing techniques for using manual as well as electric saws.","false","10","0","0","2024-11-18T13:23:34.844Z","2024-11-18T13:25:42.849Z"
"673b3fd46221dab5a11bb4b1","http://data.europa.eu/esco/skill/00cd1d60-782f-48e7-9a7b-b518f2b146b8","0c3020cd-703b-412f-ba91-dc9bc5829305
728a012f-bc5f-4064-b7ae-671fb5c81897","","","sector-specific","skill/competence","produce guitar components","build guitar components
make guitar components
producing guitar components
construct guitar components
produce a guitar component
produce guitar components
erect guitar components","Choose the appropriate tonewood, materials and tools, and build the different guitar components such as the sound board, fretboard, headstock, neck and bridge.","false","2","0","0","2024-11-18T13:23:34.844Z","2024-11-18T13:25:42.144Z"
"673b3fd46221dab5a11bb4b2","http://data.europa.eu/esco/skill/00dd3271-077f-4a12-a958-e297fdd724ce","20870308-f50f-419d-8543-bb39d37c9bde
e4dd9b87-1d4c-443f-837b-fb2599c6a3f8","","","sector-specific","skill/competence","operate agricultural machinery","farm machinery operating
operating motorised agricultural machinery
operating agricultural machinery
operate farm machinery
operating farm machinery
motorised agricultural machinery operating
agricultural machinery operating
operating motorised farm machinery
motorised farm machinery operating
operate agricultural machinery
operate motorised agricultural machinery","Operate motorised agricultural equipment including tractors, balers, sprayers, ploughs, mowers, combines, earthmoving equipment, trucks, and irrigation equipment.","false","15","0","0","2024-11-18T13:23:34.844Z","2024-11-18T13:25:28.785Z"
"673b3fd46221dab5a11bb4b3","http://data.europa.eu/esco/skill/00e261cc-669c-4b94-8950-d038eceb92d8","0eb2390d-6035-4353-a792-98d14f715396
be71ffb5-addf-46d2-aa0f-976554f5c2f0","","","occupation-specific","skill/competence","control pyrotechnics stock","controlling pyrotechnics stock
pyrotechnics stock controlling
manage pyrotechnics stock
control pyrotechnics stock
pyrotechnics stock managing
control stock of pyrotechnics
managing pyrotechnics stock","Check the expiration period of the stock in order to remove the already expired pyrotechnics. Place them into special metal containers for further processing.","false","1","0","0","2024-11-18T13:23:34.844Z","2024-11-18T13:25:36.995Z"
"673b3fd46221dab5a11bb4b4","http://data.europa.eu/esco/skill/00e53a0a-c0ba-4c9f-a2ed-4706d5832a00","4bddd78f-d32a-4fcf-b813-a95a6c8fe7b5
79c62a58-9da0-4df5-9431-8a803fe243ac","","","sector-specific","skill/competence","guarantee customer satisfaction","to guarantee customer satisfaction
ensure customer satisfaction
provide customer satisfaction
customer satisfaction guarantee
guaranteeing customer satisfaction
guarantee customer satisfaction
promise customer satisfaction
assure customer satisfaction","Handle customer expectations in a professional manner, anticipating and addressing their needs and desires. Provide flexible customer service to ensure customer satisfaction and loyalty.","false","110","0","0","2024-11-18T13:23:34.844Z","2024-11-18T13:25:32.153Z"
"673b3fd46221dab5a11bb4b5","http://data.europa.eu/esco/skill/00e895f4-b9d3-4a1a-8c36-baf10fbfb982","0bbca978-feb0-4f49-bab7-3c6ef2e5d9c0
b8a08104-8271-4cda-ac4a-20667745bade","","","sector-specific","skill/competence","manufacture wearing apparel products","manufacture wearing apparel products
assemble wearing apparel components
manufacture clothing
manufacture clothing products
manufacture garments
assemble garment components
assemble clothing components
manufacture wearing apparel","Manufacture either mass-product or bespoke wearing apparels of various types, assembling and joining together wearing apparel components using processes such as sewing, gluing, bonding. Assemble wearing apparel components using stitches, seams such as collars, sleeves, top fronts, top backs, pockets.","false","19","0","0","2024-11-18T13:23:34.844Z","2024-11-18T13:25:28.441Z"
"673b3fd46221dab5a11bb4b6","http://data.europa.eu/esco/skill/00eada7f-0b83-4f0c-af81-d7f92d838000","0b0d0a0b-14c4-4621-9827-a90e2d28b5de
b624a02a-7389-4c68-a23d-fdd86aec1a01","","","sector-specific","skill/competence","cure tobacco leaves","cure a tobacco leaf
temper tobacco leaves
dry tobacco leaves
preserve tobacco leaves
smoke tobacco leaves
cure tobacco leaves
curing tobacco leaves","Remove the moisture out of the tobacco leaves directly after harvesting them through various processes such as air curing, flue curing or sun curing.","false","3","0","0","2024-11-18T13:23:34.844Z","2024-11-18T13:25:23.052Z"
"673b3fd46221dab5a11bb4b7","http://data.europa.eu/esco/skill/00ebb379-ce26-439a-ba89-9a7d1ef2f696","e7736ffa-4e45-4ab6-b7ab-acc211ac737b
c44f8424-d396-46c1-8a75-bcfa910651dd","","","cross-sector","skill/competence","develop a rehabilitation programme","design a rehabilitation programme
compile a rehabilitation plan
develop a rehabilitation program
set up rehabilitation plan
develop rehabilitation programmes
develop rehabilitation programs
develop a rehabilitation programme","Develop a rehabilitation programme to help patients rebuild their skills and restore their confidence.","false","3","0","0","2024-11-18T13:23:34.852Z","2024-11-18T13:25:28.785Z"
"673b3fd46221dab5a11bb4b8","http://data.europa.eu/esco/skill/00ec5333-e570-477b-9017-2e95fea0150a","467f1ed1-01f7-4128-9baa-d295bf57bcf0
81a2ff68-e6cc-4c45-b09e-e304548336ec","","","sector-specific","skill/competence","maintain inventory of cleaning supplies","track inventory of cleaning supplies
manage inventory of cleaning supplies
maintain inventory of cleaning supplies
maintaining inventory of cleaning supplies
maintain inventory of supplies for cleaning
maintain inventory of cleaning supply","Follow the stock of cleaning materials, order new material when the stock is empty and follow their usage to maintain a constant supply.","false","11","0","0","2024-11-18T13:23:34.852Z","2024-11-18T13:25:32.577Z"
"673b3fd46221dab5a11bb4b9","http://data.europa.eu/esco/skill/00eefa32-9f77-4500-abe9-20afc7924a9d","e9b2e69c-9b56-45aa-8ac4-9aa6b983b92e
9a10f939-e9ce-4293-ad4e-4c406b48a448","","","occupation-specific","knowledge","cold vulcanisation","using vulcanising solution
tyre repair method
cold vulcanization
use of vulcanising solution
tyre repair technique
cold vulcanisation","Technique used to repair defective tyres, especially bicycle tyres, and consisting in grinding the area around the tear, applying a vulcanising solution and fixing a patch to seal the tear.","false","1","0","0","2024-11-18T13:23:34.852Z","2024-11-18T13:25:28.785Z"
"673b3fd46221dab5a11bb4ba","http://data.europa.eu/esco/skill/00f12ec1-b416-4e3c-8ed7-c4f875c6b681","89791e02-9f7d-4377-899f-fb47467d9a4a
a15cbc1d-b09b-485d-b3c5-f5a166899484","","","sector-specific","skill/competence","supervise housekeeping operations","oversee housekeeping operations
supervise operations of housekeeping
supervise housekeepers' duties
coordinate housekeeping duties
supervise housekeeping operations","Oversee the day-to-day service and cleaning of rooms and public areas to ensure continuous operations.","false","6","0","0","2024-11-18T13:23:34.852Z","2024-11-18T13:25:32.153Z"
"673b3fd46221dab5a11bb4bb","http://data.europa.eu/esco/skill/00f2eee1-cd4d-4a45-ae10-b6060f53ad5d","65d31cf6-ae1e-4de8-916d-6cbb7f0df2dc
69288d5e-9d3a-4cc7-88fe-e636c6471034","","","cross-sector","skill/competence","act as contact person during equipment incident","play the role of contact person during equipment damage
act as contact person during equipment incident
be the contact person during equipment incident
play the role of a contact person during investigation
engage as a contact person during investigation
take responsibility as a contact person during incident
be the contact person during investigation","Act as the person to be contacted when an equipment incident occurs. Participate in the investigation by providing insights.","false","16","0","0","2024-11-18T13:23:34.853Z","2024-11-18T13:25:42.144Z"
"673b3fd46221dab5a11bb4bc","http://data.europa.eu/esco/skill/00fc7575-0cee-4b12-ade5-795cb2a4479a","070cc692-10e7-4c9b-a6d7-eafd30c458e5
1cb694f5-a4fd-48cb-b322-49ce9a9160bf","","","sector-specific","skill/competence","manage time in landscaping","landscaping time managing
manage time in landscaping
landscaping scheduling
schedule landscaping
managing time in landscaping
scheduling landscaping
time managing in landscaping","Plan and implement work schedules to fit in landscaping activities, which include the briefing phase where the landscape project is discussed with a client after which follow a series of sketches, plans and designs.","false","9","0","0","2024-11-18T13:23:34.853Z","2024-11-18T13:25:22.493Z"
